Boro-Block-Lot;CondoSection;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;GrossSqFt;EstimatedGrossIncome;GrossIncomePerSqFt;EstimatedExpense;ExpensePerSqFt;NetOperatingIncome;FullMarketValue;MarketValuePerSqFt
1-01075-7502;1787-R1;517 WEST 46 STREET;CLINTON;R4-CONDOMINIUM;45;2006;40594;1508473;37.16;368188;9.07;1140285;7282013;179.39
1-01076-7501;2066-R1;505 WEST 47 STREET;CLINTON;R4-CONDOMINIUM;108;2008;73634;3019730;41.01;823228;11.18;2196502;16588999;225.29
1-01080-7501;1933-R1;510 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;58;2005;36933;1312000;35.52;349000;9.45;963000;6683000;180.95
1-01080-7501;1933-R2;510 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;233;2005;236187;8389000;35.52;2233000;9.45;6156000;42723000;180.89
1-01081-7502;1866-R1;500 WEST 53 STREET;CLINTON;RR-CONDOMINIUM;281;2005;300239;9877000;32.9;2691000;8.96;7186000;39901999;132.9
1-01081-7502;1866-R2;500 WEST 53 STREET;CLINTON;RR-CONDOMINIUM;68;2005;41598;1713838;41.2;443851;10.67;1269987;8963000;215.47
1-01081-7503;2027-R1;501 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;27;1910;31779;215000;6.77;53750;1.69;161250;1200000;37.76
1-01082-7501;2167-R1;552 WEST 54 STREET;CLINTON;RR-CONDOMINIUM;222;2009;620611;23285325;37.52;6845339;11.03;16439986;102711025;165.5
1-01089-7501;2012-R1;601 WEST 41 STREET;CLINTON;R9-CONDOMINIUM;83;2005;80136;2406484;30.03;710806;8.87;1695678;12104000;151.04
1-01089-7502;2036-R1;533 11 AVENUE;CLINTON;R9-CONDOMINIUM;107;2005;75593;1179000;15.6;471600;6.24;707400;4567000;60.42
1-01089-7502;2036-R2;533 11 AVENUE;CLINTON;R9-CONDOMINIUM;1171;2005;994310;33160239;33.35;10480027;10.54;22680212;168488000;169.45
1-01090-7501;1630-R1;621 WEST 42 STREET;CLINTON;R4-CONDOMINIUM;478;2005;467344;18558230;39.71;4350973;9.31;14207257;106039889;226.9
1-01113-7501;0062-R1;30 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;166;1982;202235;8146026;40.28;2182116;10.79;5963910;45065001;222.83
1-01113-7502;0953-R1;1 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;158;1960;415113;22059105;53.14;4943996;11.91;17115109;98670004;237.69
1-01114-7501;0184-R1;43 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;94;1930;125900;4508479;35.81;916552;7.28;3591927;26532006;210.74
1-01114-7502;0941-R1;62 WEST 62 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;120;1987;146748;6473054;44.11;1885712;12.85;4587342;34542996;235.39
1-01114-7503;1653-R1;15 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;202;2005;730068;41314548;56.59;10111442;13.85;31203106;232529002;318.5
1-01115-7501;0612-R1;25 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;425;1932;598316;26481466;44.26;6551560;10.95;19929906;150000023;250.7
1-01115-7502;1219-R1;61 WEST 62 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;277;1981;276911;10976752;39.64;3057097;11.04;7919655;59875000;216.22
1-01115-7503;2084-R1;30 WEST 63 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;549;1979;591835;29816647;50.38;6249778;10.56;23566869;113235845;191.33
1-01116-7501;0125-R1;20 WEST 64 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;655;1970;806195;35682191;44.26;8827835;10.95;26854356;202186010;250.79
1-01116-7502;2001-R1;15 WEST 63 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;53;1999;146262;6760230;46.22;2003789;13.7;4756441;33220008;227.13
1-01117-7501;0107-R1;8 WEST 65 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;11;1983;9335;325325;34.85;62264;6.67;263061;1946998;208.57
1-01117-7502;1303-R1;43 WEST 64 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;65;1911;87712;4157549;47.4;1323574;15.09;2833975;18873983;215.18
1-01118-7501;0241-R1;29 WEST 65 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;54;1939;40545;1442997;35.59;396125;9.77;1046872;6237003;153.83
1-01118-7502;0913-R1;22 WEST 66 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;26;1986;58898;2742291;46.56;864623;14.68;1877668;13310000;225.98
1-01120-7501;0126-R1;45 WEST 67 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;175;1983;154328;6481776;42;1850393;11.99;4631383;29256726;189.57
1-01124-7501;0181-R1;34 WEST 72 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;142;1926;114510;4039913;35.28;1352363;11.81;2687550;18810000;164.27
1-01125-7501;1201-R1;41 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;132;1928;139400;5457510;39.15;1770380;12.7;3687130;27884001;200.03
1-01125-7502;1607-R1;27 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;158;1924;239122;10793967;45.14;3687261;15.42;7106706;53473998;223.63
1-01126-7502;0763-R1;54 WEST 74 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;62;1900;57627;1925894;33.42;605660;10.51;1320234;8855006;153.66
1-01128-7502;0677-R1;40 WEST 76 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;13;1910;8625;327405;37.96;68396;7.93;259009;1507003;174.72
1-01129-7501;0634-R1;53 WEST 76 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;13;1900;6641;252092;37.96;52663;7.93;199429;1509997;227.37
1-01131-7501;1055-R1;2 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;133;1998;239035;11136641;46.59;2794319;11.69;8342322;54230013;226.87
1-01131-7502;1759-R1;124 WEST 60 STREET;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;498;1986;441871;20285000;45.91;5360000;12.13;14925000;105410000;238.55
1-01132-7501;0492-R1;161 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;222;1988;269253;11120149;41.3;3642993;13.53;7477156;56460998;209.69
1-01137-7501;0760-R1;160 WEST 66 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;347;1989;442560;19950605;45.08;4744243;10.72;15206362;114428002;258.56
1-01138-7501;0921-R1;144 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;143;1995;271808;12103610;44.53;3821620;14.06;8281990;62345995;229.38
1-01138-7502;0966-R1;1965 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;199;1997;320750;14196395;44.26;3592400;11.2;10603995;76229980;237.66
1-01139-7501;0351-R1;1991 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;75;1985;68609;3036634;44.26;751269;10.95;2285365;17205997;250.78
1-01139-7503;0893-R1;1992 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;281;1992;325921;15839761;48.6;4093568;12.56;11746193;77439913;237.6
1-01140-7501;0160-R1;2001 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;680;1965;665236;28252573;42.47;10929827;16.43;17322746;126500004;190.16
1-01140-7502;0417-R1;2000 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;161;1987;239435;10168804;42.47;3933917;16.43;6234887;47037994;196.45
1-01141-7501;0031-R1;210 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;83;1903;95930;4126909;43.02;1302729;13.58;2824180;21176538;220.75
1-01141-7502;0601-R1;2021 BROADWAY;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;272;1977;218992;8654564;39.52;2824997;12.9;5829567;44077000;201.27
1-01142-7501;0081-R1;135 WEST 70 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;87;1926;119000;4198320;35.28;1405390;11.81;2792930;20653000;173.55
1-01142-7502;0688-R1;155 WEST 70 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;122;1989;179380;6708812;37.4;2217137;12.36;4491675;33028999;184.13
1-01143-7502;0431-R1;155 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;55;1940;43578;1539175;35.32;489381;11.23;1049794;7761992;178.12
1-01143-7503;0523-R1;100 WEST 72 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;35;1900;36236;1218617;33.63;408380;11.27;810237;6016000;166.02
1-01143-7504;0579-R1;112 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;66;1905;46142;1524993;33.05;459574;9.96;1065419;7919998;171.64
1-01143-7505;1827-R1;120 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;17;2007;45900;2179332;47.48;599913;13.07;1579419;11865001;258.5
1-01144-7501;0327-R1;105 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;34;1913;50284;1871068;37.21;600894;11.95;1270174;7732972;153.79
1-01146-7501;0270-R1;306 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;62;1952;70100;2292270;32.7;754276;10.76;1537994;11441000;163.21
1-01146-7504;1567-R1;311 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;8;1900;13182;485229;36.81;115606;8.77;369623;2728001;206.95
1-01147-7501;0823-R1;161 WEST 75 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;132;1925;181976;6250876;34.35;1998096;10.98;4252780;31507000;173.14
1-01149-7501;0589-R1;105 WEST 77 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;28;1900;14940;484504;32.43;128185;8.58;356319;2652005;177.51
1-01150-7502;0159-R1;386 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;23;1988;47376;1803604;38.07;491289;10.37;1312315;9932997;209.66
1-01150-7503;0405-R1;130 WEST 79 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;93;1987;68225;2922077;42.83;731372;10.72;2190705;16523996;242.2
1-01150-7504;1415-R1;172 WEST 79 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;98;1930;135531;5266735;38.86;1622306;11.97;3644429;22879996;168.82
1-01151-7501;0759-R1;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;248;1991;264070;10675000;40.42;3673000;13.91;7002000;49558000;187.67
1-01151-7501;0759-R2;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;132;1991;92422;3897000;42.17;1364000;14.76;2533000;17928000;193.98
1-01151-7501;0759-R3;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;1;1991;945;40000;42.33;14000;14.81;26000;184000;194.71
1-01151-7502;1719-R1;10 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;172;2005;213067;8582339;40.28;2298993;10.79;6283346;47479019;222.84
1-01151-7503;1835-R1;555 WEST 59 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;186;2007;259288;10444121;40.28;2797718;10.79;7646403;57777990;222.83
1-01152-7501;1544-R1;225 WEST 60 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;80;2004;86299;3476124;40.28;931166;10.79;2544958;19230003;222.83
1-01152-7502;1950-R1;243 WEST 60 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;40;2007;61344;2375240;38.72;609146;9.93;1766094;13360000;217.79
1-01158-7501;0408-R1;160 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;508;1963;471630;14832432;31.45;5532220;11.73;9300212;60170000;127.58
1-01158-7502;0410-R1;180 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;452;1965;493268;16470219;33.39;5786034;11.73;10684185;62920000;127.56
1-01158-7503;0414-R1;150 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;454;1963;452258;14304394;31.63;5304986;11.73;8999408;57750000;127.69
1-01158-7504;0407-R1;140 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;561;1964;640079;21289028;33.26;7828166;12.23;13460862;81620000;127.52
1-01158-7505;0409-R1;170 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;484;1965;474360;14901374;31.41;5564243;11.73;9337131;60500000;127.54
1-01158-7506;1803-R1;200 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;170;2006;223560;9894766;44.26;2503872;11.2;7390894;55645997;248.91
1-01162-7501;2142-R1;240 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;53;1924;62164;1605696;25.83;407796;6.56;1197900;3823588;61.51
1-01163-7501;0231-R1;211 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;58;1986;58000;2203420;37.99;515040;8.88;1688380;12778986;220.33
1-01163-7502;1989-R1;235 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;20;1912;47000;1899270;40.41;522170;11.11;1377100;5611982;119.4
1-01163-7503;2080-R1;200 WEST 72 STREET;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;196;2008;203946;9320332;45.7;2320905;11.38;6999427;52647000;258.14
1-01164-7501;0731-R1;2081 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;201;1991;265469;11239957;42.34;3873193;14.59;7366764;55398460;208.68
1-01165-7501;0189-R1;253 WEST 73 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;159;1926;186929;7387434;39.52;2411384;12.9;4976050;37622998;201.27
1-01165-7503;0799-R1;2101 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;465;1902;446600;16885946;37.81;5109104;11.44;11776842;56973440;127.57
1-01165-7505;1674-R1;2112 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;29;1928;90440;4337502;47.96;1400011;15.48;2937491;22057999;243.9
1-01166-7501;0344-R1;2120 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;92;1922;54975;2014284;36.64;588782;10.71;1425502;10501998;191.03
1-01167-7501;0650-R1;2138 BROADWAY;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;110;1924;107050;3444869;32.18;856400;8;2588469;19275000;180.06
1-01168-7501;2048-R1;205 WEST 76 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;127;2007;219320;11106365;50.64;2647192;12.07;8459173;63349995;288.85
1-01169-7501;0876-R1;200 WEST 78 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;16;1920;9957;437511;43.94;120778;12.13;316733;2385000;239.53
1-01169-7502;2023-R1;230 WEST 78 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;34;2008;91271;3616157;39.62;794970;8.71;2821187;21053999;230.68
1-01170-7501;0627-R1;380 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;272;1975;226556;8572879;37.84;2782108;12.28;5790771;43836000;193.49
1-01170-7502;2128-R1;2211 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;161;1908;437054;13111620;30;5026121;11.5;8085499;60524999;138.48
1-01171-7501;1058-R1;200 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;372;1997;512280;22673513;44.26;5609466;10.95;17064047;124320032;242.68
1-01171-7502;1262-R1;220 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;422;2000;602694;26675236;44.26;6750173;11.2;19925063;146299972;242.74
1-01171-7503;1401-R1;240 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;167;2004;322204;14260749;44.26;3608685;11.2;10652064;78319977;243.08
1-01171-7504;1463-R1;120 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;277;2004;263003;11640513;44.26;2945634;11.2;8694879;63910037;243
1-01171-7505;1807-R1;100 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;266;2006;388033;17174341;44.26;4345970;11.2;12828371;94270003;242.94
1-01171-7506;1988-R1;33 WEST END AVENUE;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;319;2006;287900;6595000;22.91;1763000;6.12;4832000;33166000;115.2
1-01171-7507;1992-R1;80 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;271;2006;572768;25688645;44.85;6031247;10.53;19657398;147944993;258.3
1-01179-7501;0411-R1;165 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;403;1962;421100;16587129;39.39;6358610;15.1;10228519;53680000;127.48
1-01179-7502;0412-R1;185 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;432;1962;383760;15116306;39.39;5794776;15.1;9321530;48950000;127.55
1-01179-7503;0413-R1;205 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;543;1962;533710;21022837;39.39;8059021;15.1;12963816;92850000;173.97
1-01182-7501;0547-R1;235 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;148;1930;152076;6010044;39.52;1961780;12.9;4048264;30607999;201.27
1-01184-7501;1631-R1;22 RIVERSIDE DRIVE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;25;1931;45968;1431903;31.15;356712;7.76;1075191;5863003;127.55
1-01197-7501;0334-R1;20 WEST 84 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;37;1924;55226;1721394;31.17;552812;10.01;1168582;7040006;127.48
1-01198-7501;0675-R1;74 WEST 85 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;10;1910;9075;309548;34.11;95560;10.53;213988;1110995;122.42
1-01198-7502;0909-R1;76 WEST 85 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;52;1900;39438;1441459;36.55;458664;11.63;982795;7241001;183.6
1-01199-7502;0481-R1;28 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;20;1910;28600;929500;32.5;172744;6.04;756756;4399980;153.85
1-01202-7501;0692-R1;279 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;36;1988;115502;5214915;45.15;1345598;11.65;3869317;29115002;252.07
1-01203-7501;1000-R1;30 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1927;39942;1354433;33.91;348294;8.72;1006139;5092993;127.51
1-01203-7502;1008-R1;291 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;11;1960;19902;763839;38.38;216733;10.89;547106;3156997;158.63
1-01206-7501;1257-R1;327 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;85;1929;130259;4536921;34.83;1359904;10.44;3177017;23513999;180.52
1-01209-7501;0839-R1;353 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;18;1991;53656;2366766;44.11;698065;13.01;1668701;10238023;190.81
1-01210-7501;0204-R1;402 COLUMBUS AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;147;1986;215942;9112752;42.2;2751101;12.74;6361651;48005006;222.31
1-01210-7502;0669-R1;186 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;91;1920;60653;2905885;47.91;626545;10.33;2279340;15749994;259.67
1-01212-7501;0036-R1;101 WEST 81 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;134;1900;148751;5838477;39.25;1929300;12.97;3909177;29561000;198.73
1-01213-7503;0512-R1;125 WEST 82 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;36;1912;35516;1064770;29.98;254650;7.17;810120;5955000;167.67
1-01213-7504;0722-R1;107 WEST 82 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;59;1900;48846;1584076;32.43;544633;11.15;1039443;7736000;158.38
1-01213-7506;1455-R1;164 WEST 83 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;10;1955;8563;296622;34.64;100273;11.71;196349;1455999;170.03
1-01216-7501;0391-R1;176 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1986;27600;974556;35.31;314640;11.4;659916;4879999;176.81
1-01216-7502;0757-R1;110 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;79;1929;88916;2995580;33.69;1246602;14.02;1748978;12984000;146.03
1-01216-7503;1031-R1;160 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;38;1998;70430;2568582;36.47;950805;13.5;1617777;11923000;169.29
1-01219-7501;0242-R1;100 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;108;1985;145070;5369041;37.01;1894614;13.06;3474427;25571996;176.27
1-01220-7501;0252-R1;127 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1900;33570;1138359;33.91;292730;8.72;845629;5158990;153.68
1-01220-7502;0521-R1;103 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;13;1989;27389;967106;35.31;312235;11.4;654871;4841997;176.79
1-01220-7503;0618-R1;107 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;26;1989;54778;2088685;38.13;678152;12.38;1410533;10675002;194.88
1-01220-7504;0774-R1;110 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;59;1990;60767;2047240;33.69;851953;14.02;1195287;8873994;146.03
1-01223-7501;0357-R1;661 AMSTERDAM AVENUE;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;93;1930;100964;3131903;31.02;1167144;11.56;1964759;14676000;145.36
1-01223-7502;0550-R1;124 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;53;1925;62389;2079425;33.33;709363;11.37;1370062;10178999;163.15
1-01223-7503;1645-R1;100 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;279;1973;246842;4800000;19.45;1372800;5.56;3427200;24552007;99.46
1-01223-7504;1984-R1;134 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;53;1925;55008;1542424;28.04;476919;8.67;1065505;7672003;139.47
1-01228-7501;0508-R1;2250 BROADWAY;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;123;1987;132774;4738704;35.69;1696852;12.78;3041852;22474002;169.27
1-01228-7502;0490-R1;219 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;28;1910;27772;1067000;38.42;179129;6.45;887871;5820001;209.56
1-01228-7503;1487-R1;223 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;12;2004;21807;891906;40.9;303553;13.92;588353;4443998;203.79
1-01229-7501;0261-R1;203 WEST 81 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;55;1920;80629;2636568;32.7;867568;10.76;1769000;9547996;118.42
1-01229-7502;1872-R1;219 WEST 81 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;117;1912;176424;5645568;32;1866566;10.58;3779002;28172000;159.68
1-01229-7503;2016-R1;442 AMSTERDAM AVENUE;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;12;1920;8594;292798;34.07;97456;11.34;195342;1448000;168.49
1-01230-7501;0590-R1;2280 BROADWAY;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;97;1923;155319;4970208;32;1643275;10.58;3326933;19800000;127.48
1-01231-7501;0386-R1;225 WEST 83 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;306;1985;369189;14778636;40.03;3850641;10.43;10927995;82594009;223.72
1-01232-7501;0616-R1;255 WEST 84 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;76;1915;147022;4722347;32.12;1851007;12.59;2871340;18810000;127.94
1-01232-7502;1230-R1;500 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;89;1915;141562;4538478;32.06;1640704;11.59;2897774;21599004;152.58
1-01233-7501;0296-R1;530 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;45;1912;79554;2630851;33.07;1275251;16.03;1355600;9427008;118.5
1-01233-7502;0892-R1;255 WEST 85 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;57;1986;60115;2729221;45.4;509174;8.47;2220047;16701005;277.82
1-01234-7501;0600-R1;2373 BROADWAY;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;354;1987;412000;16492360;40.03;4297160;10.43;12195200;92171000;223.72
1-01235-7501;0074-R1;250 WEST 88 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;60;1920;56306;1743234;30.96;434119;7.71;1309115;6930007;123.08
1-01236-7501;0428-R1;250 WEST 89 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;142;1986;134054;5261620;39.25;1738680;12.97;3522940;26641000;198.73
1-01236-7502;1814-R1;215 WEST 88 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;94;1915;171946;5502272;32;1819189;10.58;3683083;27456989;159.68
1-01236-7503;2075-R1;211 WEST 88 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;15;1910;10789;329820;30.57;91275;8.46;238545;1784001;165.35
1-01237-7501;0285-R1;2421 BROADWAY;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;72;1920;147994;4577454;30.93;1380784;9.33;3196670;23881999;161.37
1-01237-7502;0384-R1;250 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;157;1985;170760;6869675;40.23;2435038;14.26;4434637;33511998;196.25
1-01238-7501;1117-R1;215 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;93;1922;166559;5479791;32.9;1868792;11.22;3610999;26850001;161.2
1-01238-7503;1265-R1;203 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;84;1920;118026;3508913;29.73;716418;6.07;2792495;15070009;127.68
1-01239-7501;0732-R1;640 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;37;1913;59951;2171425;36.22;696031;11.61;1475394;7645006;127.52
1-01239-7502;1089-R1;650 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1916;92402;3079759;33.33;1050611;11.37;2029148;15075004;163.15
1-01240-7501;0387-R1;255 WEST 92 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;15;1900;15815;500070;31.62;129367;8.18;370703;2766001;174.9
1-01240-7502;1727-R1;220 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;58;1926;116997;3206888;27.41;1130191;9.66;2076697;14975998;128
1-01241-7501;0200-R1;257 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;15;1930;16506;521920;31.62;135019;8.18;386901;2885999;174.85
1-01243-7501;0415-R1;215 WEST 95 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;212;1986;145085;5240470;36.12;1723610;11.88;3516860;25941002;178.8
1-01244-7501;0221-R1;303 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;24;1920;20118;689243;34.26;174222;8.66;515021;3815998;189.68
